"EID"	"IFSMS 2004"	"IFSMS 2007"	"IFSMS 2010"	"IFSMS 2013"	"IFSMS 2016"	"IFSMS 2019"	"Sum"
"2-s2.0-34047122105"	NA	2007	2007	NA	NA	NA	2
"2-s2.0-33947389875"	NA	2007	2007	NA	NA	NA	2
"2-s2.0-33847169069"	NA	2007	2007	NA	NA	NA	2
"2-s2.0-34248192956"	NA	2007	2007	NA	NA	NA	2
"2-s2.0-84883235456"	NA	NA	NA	2013	2013	NA	2
"2-s2.0-84892864281"	NA	NA	NA	2014	2014	NA	2
"2-s2.0-84960866674"	NA	NA	NA	NA	2016	2016	2
"2-s2.0-84969718507"	NA	NA	NA	NA	2016	2016	2
